TrackName,type_of_device,configuration,microphone,recorder,sample_rate,Recordist_first_name,Recordist_last_name,recording_date,recording_time,recording_length,Audio_file,SubjectName,subject_importance,quality_rating,Species_short_name,Subject_species,sex,age_class,identified_by,certainty_of_species,latitude_degrees,latitude_minutes,latitude_seconds,latitude_orientation,longitude_degrees,longitude_minutes,longitude_seconds,longitude_orientation,elevation,Distance_from_marker,position,Marker,Area,Region,country,state_or_province,vegetation_type,Analysis,Analysis_date,Analysis_method,number_of_phrases,Textgrid_file,Keycode_file
tFTANN1405-1408,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/6/2014,12:18:00,0:36:39,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1408.WAV,AYO,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,11,,120,37,40.5,,821,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,79,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1408.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1409,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/6/2014,17:33:00,0:30:05,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1409.WAV,AGBk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,17.72,N,120,37,42.65,W,728,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,37,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1409.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1410,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/6/2014,17:48:00,0:03:47,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1410.WAV,AGBk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,17.72,N,120,37,42.65,W,728,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,33,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1410.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1411,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/7/2014,8:24:00,0:16:10,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1411.WAV,AYO,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,11,,120,37,40.5,,821,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,45,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1411.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1412,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/7/2014,8:45:00,0:18:54,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1412.WAV,AYO,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,11,,120,37,40.5,,821,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,145,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1412.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1413,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/7/2014,9:22:00,0:35:10,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1413.WAV,ORA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,8.9,,120,37,34.8,,813,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,154,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1413.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1414,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/7/2014,10:26:00,0:42:09,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1414.WAV,WABk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,12.2,,120,37,33.8,,794,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,594,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1414.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1415,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/7/2014,11:27:00,0:55:01,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1415.WAV,YAW,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,14.3,,120,37,37.8,W,791,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,84,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1415.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1416,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/7/2014,12:01:00,0:17:20,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1416.WAV,BuRA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,18.4,,120,37,35.4,,755,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,197,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1416.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1418,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/7/2014,16:40:00,0:02:07,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1418.WAV,AGBk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,17.72,N,120,37,42.65,W,728,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,14,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1418.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1420,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/8/2014,6:50:00,0:01:50,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1420.WAV,AOBu,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,12.7,,120,37,51.1,,736,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,44,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1420.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1421,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/8/2014,6:57:00,0:04:09,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1421.WAV,AOBu,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,12.7,,120,37,51.1,,736,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,122,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1421.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1422,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/8/2014,7:10:00,0:09:46,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1422.WAV,AOBu,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,12.7,,120,37,51.1,,736,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,380,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1422.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1423,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/8/2014,8:15:00,0:47:46,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1423.WAV,AGO,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.9,,120,37,41.2,,733,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,241,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1423.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1424,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/8/2014,10:45:00,1:15:29,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1424.WAV,BuRA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,18.4,,120,37,35.4,,755,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,493,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1424.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1425,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/8/2014,11:13:00,0:20:21,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1425.WAV,BuRA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,18.4,,120,37,35.4,,755,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,29,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1425.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1426,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/8/2014,14:44:00,0:57:55,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1426.WAV,AGBk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,17.72,N,120,37,42.65,W,728,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,547,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1426.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1427,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/8/2014,15:14:00,0:22:01,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1427.WAV,WABk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,12.2,,120,37,33.8,,794,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,116,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1427.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1428,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/8/2014,15:23:00,0:03:37,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1428.WAV,YAW,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,14.3,,120,37,37.8,W,791,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,50,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1428.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1429,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/8/2014,15:43:00,0:12:40,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1429.WAV,YAW,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,14.3,,120,37,37.8,W,791,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,35,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1429.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1430,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/9/2014,9:17:00,0:20:00,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1430.WAV,YAW,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,14.3,,120,37,37.8,W,791,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,357,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1430.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1431,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/9/2014,9:46:00,0:10:18,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1431.WAV,ORA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,8.9,,120,37,34.8,,813,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,38,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1431.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1432,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/9/2014,9:50:00,0:01:01,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1432.WAV,ORA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,8.9,,120,37,34.8,,813,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,16,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1432.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1433,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/9/2014,10:18:00,0:23:16,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1433.WAV,ORA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,8.9,,120,37,34.8,,813,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,205,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1433.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1434,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/9/2014,11:22:00,0:23:30,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1434.WAV,BuRA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,18.4,,120,37,35.4,,755,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,116,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1434.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1435,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/9/2014,11:53:00,0:07:43,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1435.WAV,BuRA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,18.4,,120,37,35.4,,755,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,52,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1435.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1436,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/9/2014,16:12:00,0:18:23,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1436.WAV,RYA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,15.7,,120,37,48,,729,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,59,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1436.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1437,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/9/2014,16:24:00,0:04:57,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1437.WAV,RYA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,15.7,,120,37,48,,729,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,42,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1437.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1438,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/9/2014,16:30:00,0:04:10,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1438.WAV,AOBu,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,12.7,,120,37,51.1,,736,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,1,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1438.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1439,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/10/2014,7:51:00,0:46:32,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1439.WAV,AGBk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,17.72,N,120,37,42.65,W,728,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,763,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1439.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1441,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/10/2014,10:00:00,0:09:34,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1441.WAV,BuRA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,18.4,,120,37,35.4,,755,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,109,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1441.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1442,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/10/2014,10:21:00,0:11:45,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1442.WAV,BuRA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,18.4,,120,37,35.4,,755,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,26,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1442.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1443,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/10/2014,11:34:00,0:52:03,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1443.WAV,AGO,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.9,,120,37,41.2,,733,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,287,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1443.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1444,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/10/2014,11:55:00,0:11:38,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1444.WAV,AGO,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.9,,120,37,41.2,,733,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,5,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1444.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1445,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/11/2014,7:36:00,0:48:17,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1445.WAV,AGO,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.9,,120,37,41.2,,733,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,400,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1445.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1446,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/11/2014,7:56:00,0:10:45,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1446.WAV,AGO,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.9,,120,37,41.2,,733,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,62,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1446.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1447,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/11/2014,8:43:00,0:05:31,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/May/1447.WAV,ORA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,8.9,,120,37,34.8,,813,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,53,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/May/1447.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
