TrackName,type_of_device,configuration,microphone,recorder,sample_rate,Recordist_first_name,Recordist_last_name,recording_date,recording_time,recording_length,Audio_file,SubjectName,subject_importance,quality_rating,Species_short_name,Subject_species,sex,age_class,identified_by,certainty_of_species,latitude_degrees,latitude_minutes,latitude_seconds,latitude_orientation,longitude_degrees,longitude_minutes,longitude_seconds,longitude_orientation,elevation,Distance_from_marker,position,Marker,Area,Region,country,state_or_province,vegetation_type,Analysis,Analysis_date,Analysis_method,number_of_phrases,Textgrid_file,Keycode_file
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tCOMM09-1,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,3/21/2009,8:25:00,0:02:30,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2009/March/CATH1.WAV,CATH-CP1,Primary subject,4,CATH,California Thrasher,Male(s),Reproductive adult,sight and sound,5,38,15,17.95,N,120,53,5.43,W,168,,,Along road,Lake Comanche,Amador,USA,California,Open Chapparal,CATH processed,2/23/2013,Praat annotation,383,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2009/March/CATH1.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CATH_2009/TRIPLELETTER_N_CA_phrases_REDO.pdf
tCOMM09-2,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,3/21/2009,8:27:00,0:00:51,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2009/March/CATH2.WAV,CATH-CP1,Primary subject,4,CATH,California Thrasher,Male(s),Reproductive adult,sight and sound,5,38,15,17.95,N,120,53,5.43,W,168,,,Along road,Lake Comanche,Amador,USA,California,Open Chapparal,CATH processed,2/23/2013,Praat annotation,152,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2009/March/CATH2.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CATH_2009/TRIPLELETTER_N_CA_phrases_REDO.pdf
tCOMM09-3,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,3/21/2009,8:28:00,0:00:57,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2009/March/CATH3.WAV,CATH-CP1,Primary subject,4,CATH,California Thrasher,Male(s),Reproductive adult,sight and sound,5,38,15,17.95,N,120,53,5.43,W,168,,,Along road,Lake Comanche,Amador,USA,California,Open Chapparal,CATH processed,2/23/2013,Praat annotation,140,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2009/March/CATH3.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CATH_2009/TRIPLELETTER_N_CA_phrases_REDO.pdf
tCOMM09-4,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,3/21/2009,8:29:00,0:03:20,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2009/March/CATH4.WAV,CATH-CP1,Primary subject,4,CATH,California Thrasher,Male(s),Reproductive adult,sight and sound,5,38,15,17.95,N,120,53,5.43,W,168,,,Along road,Lake Comanche,Amador,USA,California,Open Chapparal,CATH processed,2/23/2013,Praat annotation,572,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2009/March/CATH4.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CATH_2009/TRIPLELETTER_N_CA_phrases_REDO.pdf
tCOMM09-5,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,3/21/2009,8:32:00,0:03:05,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2009/March/CATH5.WAV,CATH-CP1,Primary subject,4,CATH,California Thrasher,Male(s),Reproductive adult,sight and sound,5,38,15,17.95,N,120,53,5.43,W,168,,,Along road,Lake Comanche,Amador,USA,California,Open Chapparal,CATH processed,2/23/2013,Praat annotation,360,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2009/March/CATH5.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CATH_2009/TRIPLELETTER_N_CA_phrases_REDO.pdf
tCOMM09-6,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,3/21/2009,8:35:00,0:08:22,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2009/March/CATH6.WAV,CATH-CP1,Primary subject,4,CATH,California Thrasher,Male(s),Reproductive adult,sight and sound,5,38,15,17.95,N,120,53,5.43,W,168,,,Along road,Lake Comanche,Amador,USA,California,Open Chapparal,CATH processed,2/23/2013,Praat annotation,1123,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2009/March/CATH6.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CATH_2009/TRIPLELETTER_N_CA_phrases_REDO.pdf
tCOMM09-7,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,3/21/2009,8:44:00,0:01:30,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2009/March/CATH7.WAV,CATH-CP1,Primary subject,4,CATH,California Thrasher,Male(s),Reproductive adult,sight and sound,5,38,15,17.95,N,120,53,5.43,W,168,,,Along road,Lake Comanche,Amador,USA,California,Open Chapparal,CATH processed,2/23/2013,Praat annotation,151,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2009/March/CATH7.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CATH_2009/TRIPLELETTER_N_CA_phrases_REDO.pdf
tFTANN0412-1,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,4/30/2012,18:18:00,0:04:47,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2012/Apr/AmadMyJn12-1.WAV,CAVIFTANN-LSpr12,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,15.77,N,120,37,46.5,W,728,,,Meadow below spring,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,2/23/2013,Praat annotation,59,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2012/Apr/AmadMyJn12-1.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CAVI_2012/CaViPhrases2012.pdf
tFTANN0413-1113,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,4/26/2013,7:14:00,0:16:27,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Apr/1113.WAV,AGBk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,17.72,N,120,37,42.65,W,728,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,153,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Apr/1113.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0413-1115,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,4/26/2013,7:35:00,0:19:14,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Apr/1115.WAV,AGBk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,17.72,N,120,37,42.65,W,728,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,151,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Apr/1115.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0413-1135,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,4/26/2013,15:58:00,0:11:35,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Apr/1135.WAV,AGBk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,17.72,N,120,37,42.65,W,728,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,94,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Apr/1135.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0413-1141,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,4/27/2013,7:25:00,0:11:58,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Apr/1141.WAV,AGBk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,17.72,N,120,37,42.65,W,728,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,92,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Apr/1141.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0413-1147,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,4/27/2013,8:48:00,0:16:43,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Apr/1147.WAV,Meadow,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,23.02,N,120,37,39.88,W,753,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Apr/1147.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0512-3,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,5/2/2012,7:05:00,0:01:29,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2012/May/AmadMyJn12-3.WAV,UpperSpring CAVI12,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,17.45,N,120,39,46.94,W,736,,,Spring East of Wee House,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,2/23/2013,Praat annotation,8,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2012/May/AmadMyJn12-3.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CAVI_2012/CaViPhrases2012.pdf
tFTANN0512-4,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,5/6/2012,10:30:00,0:04:23,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2012/May/AmadMyJn12-4.WAV,UpperSpring CAVI12,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,17.45,N,120,39,46.94,W,736,,,Spring East of Wee House,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,2/23/2013,Praat annotation,56,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2012/May/AmadMyJn12-4.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CAVI_2012/CaViPhrases2012.pdf
tFTANN0512-7,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,5/9/2012,16:20:00,0:04:16,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2012/May/AmadMyJn12-7.WAV,UpperSpring CAVI12,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,17.45,N,120,39,46.94,W,736,,,Spring East of Wee House,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,2/23/2013,Praat annotation,72,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2012/May/AmadMyJn12-7.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CAVI_2012/CaViPhrases2012.pdf
tFTANN0512-8,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,5/9/2012,16:24:00,0:02:17,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2012/May/AmadMyJn12-8.WAV,UpperSpring CAVI12,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,17.45,N,120,39,46.94,W,736,,,Spring East of Wee House,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,2/23/2013,Praat annotation,39,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2012/May/AmadMyJn12-8.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CAVI_2012/CaViPhrases2012.pdf
tFTANN0512-9,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,5/9/2012,16:26:00,0:01:05,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2012/May/AmadMyJn12-9.WAV,UpperSpring CAVI12,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,17.45,N,120,39,46.94,W,736,,,Spring East of Wee House,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,2/23/2013,Praat annotation,11,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2012/May/AmadMyJn12-9.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CAVI_2012/CaViPhrases2012.pdf
tFTANN0513-1160,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/13/2013,8:32:00,0:13:51,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1160.WAV,AGBk,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,18.07,N,120,37,42.71,W,730,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,440,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/1160.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0513-1179,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/14/2013,8:24:00,0:05:20,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1179.WAV,Gate CAVI,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,8.19,N,120,37,55.99,W,782,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,70,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/1179.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0513-1180,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/14/2013,8:42:00,0:11:34,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1180.WAV,Gate CAVI,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,8.19,N,120,37,55.99,W,782,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,127,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/1180.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0513-1181,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/14/2013,8:50:00,0:07:18,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1181.WAV,Gate CAVI,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,8.19,N,120,37,55.99,W,782,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,42,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/1181.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0513-1194,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/14/2013,14:46:00,0:14:54,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1194.WAV,AGBk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,17.72,N,120,37,42.65,W,728,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,383,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/1194.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0513-1199,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/15/2013,7:50:00,0:09:24,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1199.WAV,AGO,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.9,,120,37,41.2,,733,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/1199.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0513-1201,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/15/2013,8:37:00,0:24:50,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1201.WAV,Gate CAVI,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,8.19,N,120,37,55.99,W,782,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,406,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/1201.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0513-1207,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/15/2013,15:20:00,0:14:20,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1207.WAV,Gate CAVI,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,8.19,N,120,37,55.99,W,782,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,146,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/1207.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0513-1208,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/15/2013,15:39:00,0:15:09,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1208.WAV,Gate CAVI,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,8.19,N,120,37,55.99,W,782,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,126,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/1208.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0513-1209,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,5/15/2013,15:58:00,0:18:23,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1209.WAV,Gate CAVI,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,8.19,N,120,37,55.99,W,782,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,219,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/1209.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0513-20,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,5/8/2013,9:55:00,0:05:47,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1020.WAV,BHGRW13,Primary subject,,BHGR,Black-headed Grosbeak,Unkown sex,Reproductive adult,sight and sound,5,38,29,21.7,N,120,37,55.13,W,782,,W,Workshop,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,BHGR processed,7/25/2013,Praat annotation,22,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/WETA0513-20.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/BHGB/BHGBtypes2014.pdf
tFTANN0513-20,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,5/8/2013,9:55:00,0:05:47,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1020.WAV,All_species_here,Background species,,BHGR,Black-headed Grosbeak,Unkown sex,Reproductive adult,sight and sound,,38,29,21.7,N,120,37,55.13,W,782,,W,Workshop,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,full track processed,11/5/2014,Praat annotation,,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/1020clc.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/AmadorSpecies.pdf
tFTANN0513-21,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,5/8/2013,15:37:00,0:05:08,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1021.WAV,BHGRW13,Primary subject,,BHGR,Black-headed Grosbeak,Unkown sex,Reproductive adult,sight and sound,5,38,29,22.81,N,120,37,53.16,W,769,,,Workshop,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,BHGR processed,7/25/2013,Praat annotation,10,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/WETA0513-21.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/BHGB/BHGBtypes2014.pdf
tFTANN0513-21,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,5/8/2013,15:37:00,0:05:08,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1021.WAV,All_species_here,Background species,,BHGR,Black-headed Grosbeak,Unkown sex,Reproductive adult,sight and sound,,38,29,22.81,N,120,37,53.16,W,769,,,Workshop,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,full track processed,7/25/2013,Praat annotation,,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/1021.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/AmadorSpecies.pdf
tFTANN0513-22,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,5/9/2013,7:40:00,0:05:54,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1022.WAV,All_species_here,Background species,,BHGR,Black-headed Grosbeak,Unkown sex,Reproductive adult,sight and sound,,38,29,22.81,N,120,37,53.16,W,769,,,Workshop,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,full track processed,7/25/2013,Praat annotation,,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/1022.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/AmadorSpecies.pdf
tFTANN0513-23,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,5/9/2013,7:46:00,0:03:52,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1023.WAV,All_species_here,Background species,,BHGR,Black-headed Grosbeak,Unkown sex,Reproductive adult,sight and sound,,38,29,22.81,N,120,37,53.16,W,769,,,Workshop,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,full track processed,7/25/2013,Praat annotation,,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/1023.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/AmadorSpecies.pdf
tFTANN0513-24,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,5/9/2013,13:30:00,0:06:23,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/May/1024.WAV,All_species_here,Background species,,BHGR,Black-headed Grosbeak,Unkown sex,Reproductive adult,sight and sound,,38,29,22.81,N,120,37,53.16,W,769,,,Workshop,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,full track processed,11/6/2014,Praat annotation,,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/May/1024clc.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/AmadorSpecies.pdf
tFTANN0612-1a,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,6/25/2012,18:25:00,0:05:15,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2012/Jun/AmadorJy12-1.WAV,CAVIFTANN-LSpr12,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,17.82,N,120,37,45.22,W,731,50,SE,Spring East of Wee House,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,2/23/2013,Praat annotation,54,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2012/Jun/AmadorJy12-1.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CAVI_2012/CaViPhrases2012.pdf
